,Date,Open,High,Low,Close,Adj Close,Volume,PreviousDayClosingPrice,ClosingPriceChange,ClosePricePercentChange,PreviousDayVolume,VolumeChange,VolumePercentChange
0,1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.0993186756968498,469033600,,,,,,
1,1980-12-15,0.1222100034356117,0.1222100034356117,0.1216519996523857,0.1216519996523857,0.0941371545195579,175884800,0.1283479928970337,-0.006695993244647994,-0.0521706112694712,469033600.0,-293148800.0,-0.6250059697215722
2,1980-12-16,0.1132809966802597,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0872276797890663,105728000,0.1216519996523857,-0.008928999304771493,-0.07339788355543386,175884800.0,-70156800.0,-0.39887926642893534
3,1980-12-17,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.0893866494297981,86441600,0.1127230003476142,0.002789996564388289,0.024750907585714632,105728000.0,-19286400.0,-0.1824152542372881
4,1980-12-18,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0919781923294067,73449600,0.1155129969120025,0.003349006175994901,0.028992462021794507,86441600.0,-12992000.0,-0.15029800466442078
5,1980-12-19,0.1261159926652908,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0975914970040321,48630400,0.1188620030879974,0.00725398957729341,0.06102866676344876,73449600.0,-24819200.0,-0.3379078987496188
6,1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.1023412272334098,37363200,0.1261159926652908,0.006138011813163785,0.04866957539202765,48630400.0,-11267200.0,-0.2316904652233993
7,1980-12-23,0.1378349959850311,0.1383929997682571,0.1378349959850311,0.1378349959850311,0.1066599413752555,46950400,0.1322540044784546,0.00558099150657651,0.042199036078984786,37363200.0,9587200.0,0.25659472422062346
8,1980-12-24,0.1450890004634857,0.1456470042467117,0.1450890004634857,0.1450890004634857,0.1122732385993003,48003200,0.1378349959850311,0.00725400447845459,0.05262817636852102,46950400.0,1052800.0,0.022423664122137366
9,1980-12-26,0.1584820002317428,0.1590400040149688,0.1584820002317428,0.1584820002317428,0.1226371154189109,55574400,0.1450890004634857,0.013392999768257113,0.0923088568083954,48003200.0,7571200.0,0.157722818478768
